I,J,X,Y,zMin,zMax,vip1,vip2,vip3
33,8,33500.000000,8500.000000,66.000000,71.000000,0.500000,4.499999,4.499999
33,9,33500.000000,9500.000000,66.000000,71.000000,0.500000,4.499999,4.499999
34,0,34500.000000,500.000000,65.000000,70.000000,0.500000,4.499999,4.499999
34,1,34500.000000,1500.000000,65.000000,70.000000,0.500000,4.499999,4.499999
34,2,34500.000000,2500.000000,65.000000,70.000000,0.500000,4.499999,4.499999
34,3,34500.000000,3500.000000,65.000000,70.000000,0.500000,4.499999,4.499999
34,4,34500.000000,4500.000000,65.000000,70.000000,0.500000,4.499999,4.499999
34,5,34500.000000,5500.000000,65.000000,70.000000,0.500000,4.499999,4.499999
34,6,34500.000000,6500.000000,65.000000,70.000000,0.500000,4.499999,4.499999
34,7,34500.000000,7500.000000,65.000000,70.000000,0.500000,4.499999,4.499999
34,8,34500.000000,8500.000000,65.000000,70.000000,0.500000,4.499999,4.499999
34,9,34500.000000,9500.000000,65.000000,70.000000,0.500000,4.499999,4.499999
35,0,35500.000000,500.000000,64.000000,69.000000,0.500000,4.499999,4.499999
35,1,35500.000000,1500.000000,64.000000,69.000000,0.500000,4.499999,4.499999
35,2,35500.000000,2500.000000,64.000000,69.000000,0.500000,4.499999,4.499999
35,3,35500.000000,3500.000000,64.000000,69.000000,0.500000,4.499999,4.499999
35,4,35500.000000,4500.000000,64.000000,69.000000,0.500000,4.499999,4.499999
35,5,35500.000000,5500.000000,64.000000,69.000000,0.500000,4.499999,4.499999
35,6,35500.000000,6500.000000,64.000000,69.000000,0.500000,4.499999,4.499999
35,7,35500.000000,7500.000000,64.000000,69.000000,0.500000,4.499999,4.499999
35,8,35500.000000,8500.000000,64.000000,69.000000,0.500000,4.499999,4.499999
35,9,35500.000000,9500.000000,64.000000,69.000000,0.500000,4.499999,4.499999
36,0,36500.000000,500.000000,63.000000,68.000000,0.500000,4.500000,4.500000
36,1,36500.000000,1500.000000,63.000000,68.000000,0.500000,4.500000,4.500000
36,2,36500.000000,2500.000000,63.000000,68.000000,0.500000,4.500000,4.500000
36,3,36500.000000,3500.000000,63.000000,68.000000,0.500000,4.500000,4.500000
36,4,36500.000000,4500.000000,63.000000,68.000000,0.500000,4.500000,4.500000
36,5,36500.000000,5500.000000,63.000000,68.000000,0.500000,4.500000,4.500000
36,6,36500.000000,6500.000000,63.000000,68.000000,0.500000,4.500000,4.500000
36,7,36500.000000,7500.000000,63.000000,68.000000,0.500000,4.500000,4.500000
36,8,36500.000000,8500.000000,63.000000,68.000000,0.500000,4.500000,4.500000
36,9,36500.000000,9500.000000,63.000000,68.000000,0.500000,4.500000,4.500000
37,0,37500.000000,500.000000,62.000000,67.000000,0.500000,4.500000,4.500000
37,1,37500.000000,1500.000000,62.000000,67.000000,0.500000,4.500000,4.500000
37,2,37500.000000,2500.000000,62.000000,67.000000,0.500000,4.500000,4.500000
37,3,37500.000000,3500.000000,62.000000,67.000000,0.500000,4.500000,4.500000
37,4,37500.000000,4500.000000,62.000000,67.000000,0.500000,4.500000,4.500000
37,5,37500.000000,5500.000000,62.000000,67.000000,0.500000,4.500000,4.500000
37,6,37500.000000,6500.000000,62.000000,67.000000,0.500000,4.500000,4.500000
37,7,37500.000000,7500.000000,62.000000,67.000000,0.500000,4.500000,4.500000
37,8,37500.000000,8500.000000,62.000000,67.000000,0.500000,4.500000,4.500000
37,9,37500.000000,9500.000000,62.000000,67.000000,0.500000,4.500000,4.500000
38,0,38500.000000,500.000000,61.000000,66.000000,0.500000,4.500000,4.500000
38,1,38500.000000,1500.000000,61.000000,66.000000,0.500000,4.500000,4.500000
38,2,38500.000000,2500.000000,61.000000,66.000000,0.500000,4.500000,4.500000
38,3,38500.000000,3500.000000,61.000000,66.000000,0.500000,4.500000,4.500000
38,4,38500.000000,4500.000000,61.000000,66.000000,0.500000,4.500000,4.500000
38,5,38500.000000,5500.000000,61.000000,66.000000,0.500000,4.500000,4.500000
38,6,38500.000000,6500.000000,61.000000,66.000000,0.500000,4.500000,4.500000
38,7,38500.000000,7500.000000,61.000000,66.000000,0.500000,4.500000,4.500000
38,8,38500.000000,8500.000000,61.000000,66.000000,0.500000,4.500000,4.500000
38,9,38500.000000,9500.000000,61.000000,66.000000,0.500000,4.500000,4.500000
39,0,39500.000000,500.000000,60.000000,65.000000,0.500000,4.500000,4.500000
39,1,39500.000000,1500.000000,60.000000,65.000000,0.500000,4.500000,4.500000
39,2,39500.000000,2500.000000,60.000000,65.000000,0.500000,4.500000,4.500000
39,3,39500.000000,3500.000000,60.000000,65.000000,0.500000,4.500000,4.500000
39,4,39500.000000,4500.000000,60.000000,65.000000,0.500000,4.500000,4.500000
39,5,39500.000000,5500.000000,60.000000,65.000000,0.500000,4.500000,4.500000
39,6,39500.000000,6500.000000,60.000000,65.000000,0.500000,4.500000,4.500000
39,7,39500.000000,7500.000000,60.000000,65.000000,0.500000,4.500000,4.500000
39,8,39500.000000,8500.000000,60.000000,65.000000,0.500000,4.500000,4.500000
39,9,39500.000000,9500.000000,60.000000,65.000000,0.500000,4.500000,4.500000
40,0,40500.000000,500.000000,59.000000,64.000000,0.500000,4.500000,4.500000
40,1,40500.000000,1500.000000,59.000000,64.000000,0.500000,4.500000,4.500000
40,2,40500.000000,2500.000000,59.000000,64.000000,0.500000,4.500000,4.500000
40,3,40500.000000,3500.000000,59.000000,64.000000,0.500000,4.500000,4.500000
40,4,40500.000000,4500.000000,59.000000,64.000000,0.500000,4.500000,4.500000
40,5,40500.000000,5500.000000,59.000000,64.000000,0.500000,4.500000,4.500000
40,6,40500.000000,6500.000000,59.000000,64.000000,0.500000,4.500000,4.500000
40,7,40500.000000,7500.000000,59.000000,64.000000,0.500000,4.500000,4.500000
40,8,40500.000000,8500.000000,59.000000,64.000000,0.500000,4.500000,4.500000
40,9,40500.000000,9500.000000,59.000000,64.000000,0.500000,4.500000,4.500000
41,0,41500.000000,500.000000,58.000000,63.000000,0.500000,4.500000,4.500000
41,1,41500.000000,1500.000000,58.000000,63.000000,0.500000,4.500000,4.500000
41,2,41500.000000,2500.000000,58.000000,63.000000,0.500000,4.500000,4.500000
41,3,41500.000000,3500.000000,58.000000,63.000000,0.500000,4.500000,4.500000
41,4,41500.000000,4500.000000,58.000000,63.000000,0.500000,4.500000,4.500000
41,5,41500.000000,5500.000000,58.000000,63.000000,0.500000,4.500000,4.500000
41,6,41500.000000,6500.000000,58.000000,63.000000,0.500000,4.500000,4.500000
41,7,41500.000000,7500.000000,58.000000,63.000000,0.500000,4.500000,4.500000
41,8,41500.000000,8500.000000,58.000000,63.000000,0.500000,4.500000,4.500000
41,9,41500.000000,9500.000000,58.000000,63.000000,0.500000,4.500000,4.500000
42,0,42500.000000,500.000000,57.000000,62.000000,0.500000,4.500000,4.500000
42,1,42500.000000,1500.000000,57.000000,62.000000,0.500000,4.500000,4.500000
42,2,42500.000000,2500.000000,57.000000,62.000000,0.500000,4.500000,4.500000
42,3,42500.000000,3500.000000,57.000000,62.000000,0.500000,4.500000,4.500000
42,4,42500.000000,4500.000000,57.000000,62.000000,0.500000,4.500000,4.500000
42,5,42500.000000,5500.000000,57.000000,62.000000,0.500000,4.500000,4.500000
42,6,42500.000000,6500.000000,57.000000,62.000000,0.500000,4.500000,4.500000
42,7,42500.000000,7500.000000,57.000000,62.000000,0.500000,4.500000,4.500000
42,8,42500.000000,8500.000000,57.000000,62.000000,0.500000,4.500000,4.500000
42,9,42500.000000,9500.000000,57.000000,62.000000,0.500000,4.500000,4.500000
43,0,43500.000000,500.000000,56.000000,61.000000,0.500000,4.500000,4.500000
43,1,43500.000000,1500.000000,56.000000,61.000000,0.500000,4.500000,4.500000
43,2,43500.000000,2500.000000,56.000000,61.000000,0.500000,4.500000,4.500000
43,3,43500.000000,3500.000000,56.000000,61.000000,0.500000,4.500000,4.500000
43,4,43500.000000,4500.000000,56.000000,61.000000,0.500000,4.500000,4.500000
43,5,43500.000000,5500.000000,56.000000,61.000000,0.500000,4.500000,4.500000
43,6,43500.000000,6500.000000,56.000000,61.000000,0.500000,4.500000,4.500000
43,7,43500.000000,7500.000000,56.000000,61.000000,0.500000,4.500000,4.500000
43,8,43500.000000,8500.000000,56.000000,61.000000,0.500000,4.500000,4.500000
43,9,43500.000000,9500.000000,56.000000,61.000000,0.500000,4.500000,4.500000
44,0,44500.000000,500.000000,55.000000,60.000000,0.500000,4.500000,4.500000
44,1,44500.000000,1500.000000,55.000000,60.000000,0.500000,4.500000,4.500000
44,2,44500.000000,2500.000000,55.000000,60.000000,0.500000,4.500000,4.500000
44,3,44500.000000,3500.000000,55.000000,60.000000,0.500000,4.500000,4.500000
44,4,44500.000000,4500.000000,55.000000,60.000000,0.500000,4.500000,4.500000
44,5,44500.000000,5500.000000,55.000000,60.000000,0.500000,4.500000,4.500000
44,6,44500.000000,6500.000000,55.000000,60.000000,0.500000,4.500000,4.500000
44,7,44500.000000,7500.000000,55.000000,60.000000,0.500000,4.500000,4.500000
44,8,44500.000000,8500.000000,55.000000,60.000000,0.500000,4.500000,4.500000
44,9,44500.000000,9500.000000,55.000000,60.000000,0.500000,4.500000,4.500000
45,0,45500.000000,500.000000,54.000000,59.000000,0.500000,4.500000,4.500000
45,1,45500.000000,1500.000000,54.000000,59.000000,0.500000,4.500000,4.500000
45,2,45500.000000,2500.000000,54.000000,59.000000,0.500000,4.500000,4.500000
45,3,45500.000000,3500.000000,54.000000,59.000000,0.500000,4.500000,4.500000
45,4,45500.000000,4500.000000,54.000000,59.000000,0.500000,4.500000,4.500000
45,5,45500.000000,5500.000000,54.000000,59.000000,0.500000,4.500000,4.500000
45,6,45500.000000,6500.000000,54.000000,59.000000,0.500000,4.500000,4.500000
45,7,45500.000000,7500.000000,54.000000,59.000000,0.500000,4.500000,4.500000
45,8,45500.000000,8500.000000,54.000000,59.000000,0.500000,4.500000,4.500000
45,9,45500.000000,9500.000000,54.000000,59.000000,0.500000,4.500000,4.500000
46,0,46500.000000,500.000000,53.000000,58.000000,0.500000,4.500000,4.500000
46,1,46500.000000,1500.000000,53.000000,58.000000,0.500000,4.500000,4.500000
46,2,46500.000000,2500.000000,53.000000,58.000000,0.500000,4.500000,4.500000
46,3,46500.000000,3500.000000,53.000000,58.000000,0.500000,4.500000,4.500000
46,4,46500.000000,4500.000000,53.000000,58.000000,0.500000,4.500000,4.500000
46,5,46500.000000,5500.000000,53.000000,58.000000,0.500000,4.500000,4.500000
46,6,46500.000000,6500.000000,53.000000,58.000000,0.500000,4.500000,4.500000
46,7,46500.000000,7500.000000,53.000000,58.000000,0.500000,4.500000,4.500000
46,8,46500.000000,8500.000000,53.000000,58.000000,0.500000,4.500000,4.500000
46,9,46500.000000,9500.000000,53.000000,58.000000,0.500000,4.500000,4.500000
47,0,47500.000000,500.000000,52.000000,57.000000,0.500000,4.500000,4.500000
47,1,47500.000000,1500.000000,52.000000,57.000000,0.500000,4.500000,4.500000
47,2,47500.000000,2500.000000,52.000000,57.000000,0.500000,4.500000,4.500000
47,3,47500.000000,3500.000000,52.000000,57.000000,0.500000,4.500000,4.500000
47,4,47500.000000,4500.000000,52.000000,57.000000,0.500000,4.500000,4.500000
47,5,47500.000000,5500.000000,52.000000,57.000000,0.500000,4.500000,4.500000
47,6,47500.000000,6500.000000,52.000000,57.000000,0.500000,4.500000,4.500000
47,7,47500.000000,7500.000000,52.000000,57.000000,0.500000,4.500000,4.500000
47,8,47500.000000,8500.000000,52.000000,57.000000,0.500000,4.500000,4.500000
47,9,47500.000000,9500.000000,52.000000,57.000000,0.500000,4.500000,4.500000
48,0,48500.000000,500.000000,51.000000,56.000000,0.500000,4.500000,4.500000
48,1,48500.000000,1500.000000,51.000000,56.000000,0.500000,4.500000,4.500000
48,2,48500.000000,2500.000000,51.000000,56.000000,0.500000,4.500000,4.500000
48,3,48500.000000,3500.000000,51.000000,56.000000,0.500000,4.500000,4.500000
48,4,48500.000000,4500.000000,51.000000,56.000000,0.500000,4.500000,4.500000
48,5,48500.000000,5500.000000,51.000000,56.000000,0.500000,4.500000,4.500000
48,6,48500.000000,6500.000000,51.000000,56.000000,0.500000,4.500000,4.500000
48,7,48500.000000,7500.000000,51.000000,56.000000,0.500000,4.500000,4.500000
48,8,48500.000000,8500.000000,51.000000,56.000000,0.500000,4.500000,4.500000
48,9,48500.000000,9500.000000,51.000000,56.000000,0.500000,4.500000,4.500000
49,0,49500.000000,500.000000,50.000000,55.000000,0.500000,4.500000,4.500000
49,1,49500.000000,1500.000000,50.000000,55.000000,0.500000,4.500000,4.500000
49,2,49500.000000,2500.000000,50.000000,55.000000,0.500000,4.500000,4.500000
49,3,49500.000000,3500.000000,50.000000,55.000000,0.500000,4.500000,4.500000
49,4,49500.000000,4500.000000,50.000000,55.000000,0.500000,4.500000,4.500000
49,5,49500.000000,5500.000000,50.000000,55.000000,0.500000,4.500000,4.500000
49,6,49500.000000,6500.000000,50.000000,55.000000,0.500000,4.500000,4.500000
49,7,49500.000000,7500.000000,50.000000,55.000000,0.500000,4.500000,4.500000
49,8,49500.000000,8500.000000,50.000000,55.000000,0.500000,4.500000,4.500000
49,9,49500.000000,9500.000000,50.000000,55.000000,0.500000,4.500000,4.500000
50,0,50500.000000,500.000000,49.000000,54.000000,0.500000,4.500000,4.500000
50,1,50500.000000,1500.000000,49.000000,54.000000,0.500000,4.500000,4.500000
50,2,50500.000000,2500.000000,49.000000,54.000000,0.500000,4.500000,4.500000
50,3,50500.000000,3500.000000,49.000000,54.000000,0.500000,4.500000,4.500000
50,4,50500.000000,4500.000000,49.000000,54.000000,0.500000,4.500000,4.500000
50,5,50500.000000,5500.000000,49.000000,54.000000,0.500000,4.500000,4.500000
50,6,50500.000000,6500.000000,49.000000,54.000000,0.500000,4.500000,4.500000
50,7,50500.000000,7500.000000,49.000000,54.000000,0.500000,4.500000,4.500000
50,8,50500.000000,8500.000000,49.000000,54.000000,0.500000,4.500000,4.500000
50,9,50500.000000,9500.000000,49.000000,54.000000,0.500000,4.500000,4.500000
51,0,51500.000000,500.000000,48.000000,53.000000,0.500000,4.500000,4.500000
51,1,51500.000000,1500.000000,48.000000,53.000000,0.500000,4.500000,4.500000
51,2,51500.000000,2500.000000,48.000000,53.000000,0.500000,4.500000,4.500000
51,3,51500.000000,3500.000000,48.000000,53.000000,0.500000,4.500000,4.500000
51,4,51500.000000,4500.000000,48.000000,53.000000,0.500000,4.500000,4.500000
51,5,51500.000000,5500.000000,48.000000,53.000000,0.500000,4.500000,4.500000
51,6,51500.000000,6500.000000,48.000000,53.000000,0.500000,4.500000,4.500000
51,7,51500.000000,7500.000000,48.000000,53.000000,0.500000,4.500000,4.500000
51,8,51500.000000,8500.000000,48.000000,53.000000,0.500000,4.500000,4.500000
51,9,51500.000000,9500.000000,48.000000,53.000000,0.500000,4.500000,4.500000
52,0,52500.000000,500.000000,47.000000,52.000000,0.500000,4.500000,4.500000
52,1,52500.000000,1500.000000,47.000000,52.000000,0.500000,4.500000,4.500000
52,2,52500.000000,2500.000000,47.000000,52.000000,0.500000,4.500000,4.500000
52,3,52500.000000,3500.000000,47.000000,52.000000,0.500000,4.500000,4.500000
52,4,52500.000000,4500.000000,47.000000,52.000000,0.500000,4.500000,4.500000
52,5,52500.000000,5500.000000,47.000000,52.000000,0.500000,4.500000,4.500000
52,6,52500.000000,6500.000000,47.000000,52.000000,0.500000,4.500000,4.500000
52,7,52500.000000,7500.000000,47.000000,52.000000,0.500000,4.500000,4.500000
52,8,52500.000000,8500.000000,47.000000,52.000000,0.500000,4.500000,4.500000
52,9,52500.000000,9500.000000,47.000000,52.000000,0.500000,4.500000,4.500000
53,0,53500.000000,500.000000,46.000000,51.000000,0.500000,4.500000,4.500000
53,1,53500.000000,1500.000000,46.000000,51.000000,0.500000,4.500000,4.500000
53,2,53500.000000,2500.000000,46.000000,51.000000,0.500000,4.500000,4.500000
53,3,53500.000000,3500.000000,46.000000,51.000000,0.500000,4.500000,4.500000
53,4,53500.000000,4500.000000,46.000000,51.000000,0.500000,4.500000,4.500000
53,5,53500.000000,5500.000000,46.000000,51.000000,0.500000,4.500000,4.500000
53,6,53500.000000,6500.000000,46.000000,51.000000,0.500000,4.500000,4.500000
53,7,53500.000000,7500.000000,46.000000,51.000000,0.500000,4.500000,4.500000
53,8,53500.000000,8500.000000,46.000000,51.000000,0.500000,4.500000,4.500000
53,9,53500.000000,9500.000000,46.000000,51.000000,0.500000,4.500000,4.500000
54,0,54500.000000,500.000000,45.000000,50.000000,0.500000,4.500000,4.500000
54,1,54500.000000,1500.000000,45.000000,50.000000,0.500000,4.500000,4.500000
54,2,54500.000000,2500.000000,45.000000,50.000000,0.500000,4.500000,4.500000
54,3,54500.000000,3500.000000,45.000000,50.000000,0.500000,4.500000,4.500000
54,4,54500.000000,4500.000000,45.000000,50.000000,0.500000,4.500000,4.500000
54,5,54500.000000,5500.000000,45.000000,50.000000,0.500000,4.500000,4.500000
54,6,54500.000000,6500.000000,45.000000,50.000000,0.500000,4.500000,4.500000
54,7,54500.000000,7500.000000,45.000000,50.000000,0.500000,4.500000,4.500000
54,8,54500.000000,8500.000000,45.000000,50.000000,0.500000,4.500000,4.500000
54,9,54500.000000,9500.000000,45.000000,50.000000,0.500000,4.500000,4.500000
55,0,55500.000000,500.000000,44.000000,49.000000,0.500000,4.500000,4.500000
55,1,55500.000000,1500.000000,44.000000,49.000000,0.500000,4.500000,4.500000
55,2,55500.000000,2500.000000,44.000000,49.000000,0.500000,4.500000,4.500000
55,3,55500.000000,3500.000000,44.000000,49.000000,0.500000,4.500000,4.500000
55,4,55500.000000,4500.000000,44.000000,49.000000,0.500000,4.500000,4.500000
55,5,55500.000000,5500.000000,44.000000,49.000000,0.500000,4.500000,4.500000
55,6,55500.000000,6500.000000,44.000000,49.000000,0.500000,4.500000,4.500000
55,7,55500.000000,7500.000000,44.000000,49.000000,0.500000,4.500000,4.500000
55,8,55500.000000,8500.000000,44.000000,49.000000,0.500000,4.500000,4.500000
55,9,55500.000000,9500.000000,44.000000,49.000000,0.500000,4.500000,4.500000
56,0,56500.000000,500.000000,43.000000,48.000000,0.500000,4.500000,4.500000
56,1,56500.000000,1500.000000,43.000000,48.000000,0.500000,4.500000,4.500000
56,2,56500.000000,2500.000000,43.000000,48.000000,0.500000,4.500000,4.500000
56,3,56500.000000,3500.000000,43.000000,48.000000,0.500000,4.500000,4.500000
56,4,56500.000000,4500.000000,43.000000,48.000000,0.500000,4.500000,4.500000
56,5,56500.000000,5500.000000,43.000000,48.000000,0.500000,4.500000,4.500000
56,6,56500.000000,6500.000000,43.000000,48.000000,0.500000,4.500000,4.500000
56,7,56500.000000,7500.000000,43.000000,48.000000,0.500000,4.500000,4.500000
56,8,56500.000000,8500.000000,43.000000,48.000000,0.500000,4.500000,4.500000
56,9,56500.000000,9500.000000,43.000000,48.000000,0.500000,4.500000,4.500000
57,0,57500.000000,500.000000,42.000000,47.000000,0.500000,4.500000,4.500000
57,1,57500.000000,1500.000000,42.000000,47.000000,0.500000,4.500000,4.500000
57,2,57500.000000,2500.000000,42.000000,47.000000,0.500000,4.500000,4.500000
57,3,57500.000000,3500.000000,42.000000,47.000000,0.500000,4.500000,4.500000
57,4,57500.000000,4500.000000,42.000000,47.000000,0.500000,4.500000,4.500000
57,5,57500.000000,5500.000000,42.000000,47.000000,0.500000,4.500000,4.500000
57,6,57500.000000,6500.000000,42.000000,47.000000,0.500000,4.500000,4.500000
57,7,57500.000000,7500.000000,42.000000,47.000000,0.500000,4.500000,4.500000
57,8,57500.000000,8500.000000,42.000000,47.000000,0.500000,4.500000,4.500000
57,9,57500.000000,9500.000000,42.000000,47.000000,0.500000,4.500000,4.500000
58,0,58500.000000,500.000000,41.000000,46.000000,0.500000,4.500000,4.500000
58,1,58500.000000,1500.000000,41.000000,46.000000,0.500000,4.500000,4.500000
58,2,58500.000000,2500.000000,41.000000,46.000000,0.500000,4.500000,4.500000
58,3,58500.000000,3500.000000,41.000000,46.000000,0.500000,4.500000,4.500000
58,4,58500.000000,4500.000000,41.000000,46.000000,0.500000,4.500000,4.500000
58,5,58500.000000,5500.000000,41.000000,46.000000,0.500000,4.500000,4.500000
58,6,58500.000000,6500.000000,41.000000,46.000000,0.500000,4.500000,4.500000
58,7,58500.000000,7500.000000,41.000000,46.000000,0.500000,4.500000,4.500000
58,8,58500.000000,8500.000000,41.000000,46.000000,0.500000,4.500000,4.500000
58,9,58500.000000,9500.000000,41.000000,46.000000,0.500000,4.500000,4.500000
59,0,59500.000000,500.000000,40.000000,45.000000,0.500000,4.500000,4.500000
59,1,59500.000000,1500.000000,40.000000,45.000000,0.500000,4.500000,4.500000
59,2,59500.000000,2500.000000,40.000000,45.000000,0.500000,4.500000,4.500000
59,3,59500.000000,3500.000000,40.000000,45.000000,0.500000,4.500000,4.500000
59,4,59500.000000,4500.000000,40.000000,45.000000,0.500000,4.500000,4.500000
59,5,59500.000000,5500.000000,40.000000,45.000000,0.500000,4.500000,4.500000
59,6,59500.000000,6500.000000,40.000000,45.000000,0.500000,4.500000,4.500000
59,7,59500.000000,7500.000000,40.000000,45.000000,0.500000,4.500000,4.500000
59,8,59500.000000,8500.000000,40.000000,45.000000,0.500000,4.500000,4.500000
59,9,59500.000000,9500.000000,40.000000,45.000000,0.500000,4.500000,4.500000
60,0,60500.000000,500.000000,39.000000,44.000000,0.500000,4.500000,4.500000
60,1,60500.000000,1500.000000,39.000000,44.000000,0.500000,4.500000,4.500000
60,2,60500.000000,2500.000000,39.000000,44.000000,0.500000,4.500000,4.500000
60,3,60500.000000,3500.000000,39.000000,44.000000,0.500000,4.500000,4.500000
60,4,60500.000000,4500.000000,39.000000,44.000000,0.500000,4.500000,4.500000
60,5,60500.000000,5500.000000,39.000000,44.000000,0.500000,4.500000,4.500000
60,6,60500.000000,6500.000000,39.000000,44.000000,0.500000,4.500000,4.500000
60,7,60500.000000,7500.000000,39.000000,44.000000,0.500000,4.500000,4.500000
60,8,60500.000000,8500.000000,39.000000,44.000000,0.500000,4.500000,4.500000
60,9,60500.000000,9500.000000,39.000000,44.000000,0.500000,4.500000,4.500000
61,0,61500.000000,500.000000,38.000000,43.000000,0.500000,4.500000,4.500000
61,1,61500.000000,1500.000000,38.000000,43.000000,0.500000,4.500000,4.500000
61,2,61500.000000,2500.000000,38.000000,43.000000,0.500000,4.500000,4.500000
61,3,61500.000000,3500.000000,38.000000,43.000000,0.500000,4.500000,4.500000
61,4,61500.000000,4500.000000,38.000000,43.000000,0.500000,4.500000,4.500000
61,5,61500.000000,5500.000000,38.000000,43.000000,0.500000,4.500000,4.500000
61,6,61500.000000,6500.000000,38.000000,43.000000,0.500000,4.500000,4.500000
61,7,61500.000000,7500.000000,38.000000,43.000000,0.500000,4.500000,4.500000
61,8,61500.000000,8500.000000,38.000000,43.000000,0.500000,4.500000,4.500000
61,9,61500.000000,9500.000000,38.000000,43.000000,0.500000,4.500000,4.500000
62,0,62500.000000,500.000000,37.000000,42.000000,0.500000,4.500000,4.500000
62,1,62500.000000,1500.000000,37.000000,42.000000,0.500000,4.500000,4.500000
62,2,62500.000000,2500.000000,37.000000,42.000000,0.500000,4.500000,4.500000
62,3,62500.000000,3500.000000,37.000000,42.000000,0.500000,4.500000,4.500000
62,4,62500.000000,4500.000000,37.000000,42.000000,0.500000,4.500000,4.500000
62,5,62500.000000,5500.000000,37.000000,42.000000,0.500000,4.500000,4.500000
62,6,62500.000000,6500.000000,37.000000,42.000000,0.500000,4.500000,4.500000
62,7,62500.000000,7500.000000,37.000000,42.000000,0.500000,4.500000,4.500000
62,8,62500.000000,8500.000000,37.000000,42.000000,0.500000,4.500000,4.500000
62,9,62500.000000,9500.000000,37.000000,42.000000,0.500000,4.500000,4.500000
63,0,63500.000000,500.000000,36.000000,41.000000,0.500000,4.500000,4.500000
63,1,63500.000000,1500.000000,36.000000,41.000000,0.500000,4.500000,4.500000
63,2,63500.000000,2500.000000,36.000000,41.000000,0.500000,4.500000,4.500000
63,3,63500.000000,3500.000000,36.000000,41.000000,0.500000,4.500000,4.500000
63,4,63500.000000,4500.000000,36.000000,41.000000,0.500000,4.500000,4.500000
63,5,63500.000000,5500.000000,36.000000,41.000000,0.500000,4.500000,4.500000
63,6,63500.000000,6500.000000,36.000000,41.000000,0.500000,4.500000,4.500000
63,7,63500.000000,7500.000000,36.000000,41.000000,0.500000,4.500000,4.500000
63,8,63500.000000,8500.000000,36.000000,41.000000,0.500000,4.500000,4.500000
63,9,63500.000000,9500.000000,36.000000,41.000000,0.500000,4.500000,4.500000
64,0,64500.000000,500.000000,35.000000,40.000000,0.500000,4.500000,4.500000
64,1,64500.000000,1500.000000,35.000000,40.000000,0.500000,4.500000,4.500000
64,2,64500.000000,2500.000000,35.000000,40.000000,0.500000,4.500000,4.500000
64,3,64500.000000,3500.000000,35.000000,40.000000,0.500000,4.500000,4.500000
64,4,64500.000000,4500.000000,35.000000,40.000000,0.500000,4.500000,4.500000
64,5,64500.000000,5500.000000,35.000000,40.000000,0.500000,4.500000,4.500000
64,6,64500.000000,6500.000000,35.000000,40.000000,0.500000,4.500000,4.500000
64,7,64500.000000,7500.000000,35.000000,40.000000,0.500000,4.500000,4.500000
64,8,64500.000000,8500.000000,35.000000,40.000000,0.500000,4.500000,4.500000
64,9,64500.000000,9500.000000,35.000000,40.000000,0.500000,4.500000,4.500000
65,0,65500.000000,500.000000,34.000000,39.000000,0.500000,4.500000,4.500000
65,1,65500.000000,1500.000000,34.000000,39.000000,0.500000,4.500000,4.500000
65,2,65500.000000,2500.000000,34.000000,39.000000,0.500000,4.500000,4.500000
65,3,65500.000000,3500.000000,34.000000,39.000000,0.500000,4.500000,4.500000
65,4,65500.000000,4500.000000,34.000000,39.000000,0.500000,4.500000,4.500000
65,5,65500.000000,5500.000000,34.000000,39.000000,0.500000,4.500000,4.500000
65,6,65500.000000,6500.000000,34.000000,39.000000,0.500000,4.500000,4.500000
65,7,65500.000000,7500.000000,34.000000,39.000000,0.500000,4.500000,4.500000
65,8,65500.000000,8500.000000,34.000000,39.000000,0.500000,4.500000,4.500000
65,9,65500.000000,9500.000000,34.000000,39.000000,0.500000,4.500000,4.500000
66,0,66500.000000,500.000000,33.000000,38.000000,0.500000,4.500000,4.500000
66,1,66500.000000,1500.000000,33.000000,38.000000,0.500000,4.500000,4.500000
66,2,66500.000000,2500.000000,33.000000,38.000000,0.500000,4.500000,4.500000
66,3,66500.000000,3500.000000,33.000000,38.000000,0.500000,4.500000,4.500000
66,4,66500.000000,4500.000000,33.000000,38.000000,0.500000,4.500000,4.500000
66,5,66500.000000,5500.000000,33.000000,38.000000,0.500000,4.500000,4.500000
66,6,66500.000000,6500.000000,33.000000,38.000000,0.500000,4.500000,4.500000
66,7,66500.000000,7500.000000,33.000000,38.000000,0.500000,4.500000,4.500000
66,8,66500.000000,8500.000000,33.000000,38.000000,0.500000,4.500000,4.500000
66,9,66500.000000,9500.000000,33.000000,38.000000,0.500000,4.500000,4.500000
67,0,67500.000000,500.000000,32.000000,37.000000,0.500000,4.500000,4.500000
67,1,67500.000000,1500.000000,32.000000,37.000000,0.500000,4.500000,4.500000
67,2,67500.000000,2500.000000,32.000000,37.000000,0.500000,4.500000,4.500000
67,3,67500.000000,3500.000000,32.000000,37.000000,0.500000,4.500000,4.500000
67,4,67500.000000,4500.000000,32.000000,37.000000,0.500000,4.500000,4.500000
67,5,67500.000000,5500.000000,32.000000,37.000000,0.500000,4.500000,4.500000
67,6,67500.000000,6500.000000,32.000000,37.000000,0.500000,4.500000,4.500000
67,7,67500.000000,7500.000000,32.000000,37.000000,0.500000,4.500000,4.500000
67,8,67500.000000,8500.000000,32.000000,37.000000,0.500000,4.500000,4.500000
