X,Y,i,j,WL
94500.000000,3500.000000,94,3,5.121268
94500.000000,4500.000000,94,4,5.121268
94500.000000,5500.000000,94,5,5.121268
94500.000000,6500.000000,94,6,5.121268
94500.000000,7500.000000,94,7,5.121268
94500.000000,8500.000000,94,8,5.121268
94500.000000,9500.000000,94,9,5.121268
95500.000000,500.000000,95,0,4.128778
95500.000000,1500.000000,95,1,4.128778
95500.000000,2500.000000,95,2,4.128778
95500.000000,3500.000000,95,3,4.128778
95500.000000,4500.000000,95,4,4.128778
95500.000000,5500.000000,95,5,4.128778
95500.000000,6500.000000,95,6,4.128778
95500.000000,7500.000000,95,7,4.128778
95500.000000,8500.000000,95,8,4.128778
95500.000000,9500.000000,95,9,4.128778
96500.000000,500.000000,96,0,3.339478
96500.000000,1500.000000,96,1,3.339478
96500.000000,2500.000000,96,2,3.339478
96500.000000,3500.000000,96,3,3.339478
96500.000000,4500.000000,96,4,3.339478
96500.000000,5500.000000,96,5,3.339478
96500.000000,6500.000000,96,6,3.339478
96500.000000,7500.000000,96,7,3.339478
96500.000000,8500.000000,96,8,3.339478
96500.000000,9500.000000,96,9,3.339478
97500.000000,500.000000,97,0,3.117186
97500.000000,1500.000000,97,1,3.117186
97500.000000,2500.000000,97,2,3.117186
97500.000000,3500.000000,97,3,3.117186
97500.000000,4500.000000,97,4,3.117186
97500.000000,5500.000000,97,5,3.117186
97500.000000,6500.000000,97,6,3.117186
97500.000000,7500.000000,97,7,3.117186
97500.000000,8500.000000,97,8,3.117186
97500.000000,9500.000000,97,9,3.117186
98500.000000,500.000000,98,0,3.117057
98500.000000,1500.000000,98,1,3.117057
98500.000000,2500.000000,98,2,3.117057
98500.000000,3500.000000,98,3,3.117057
98500.000000,4500.000000,98,4,3.117057
98500.000000,5500.000000,98,5,3.117057
98500.000000,6500.000000,98,6,3.117057
98500.000000,7500.000000,98,7,3.117057
98500.000000,8500.000000,98,8,3.117057
98500.000000,9500.000000,98,9,3.117057
99500.000000,500.000000,99,0,3.116772
99500.000000,1500.000000,99,1,3.116772
99500.000000,2500.000000,99,2,3.116772
99500.000000,3500.000000,99,3,3.116772
99500.000000,4500.000000,99,4,3.116772
99500.000000,5500.000000,99,5,3.116772
99500.000000,6500.000000,99,6,3.116772
99500.000000,7500.000000,99,7,3.116772
99500.000000,8500.000000,99,8,3.116772
99500.000000,9500.000000,99,9,3.116772
